asset_name;tahun_bulan;open;high;low;close;volume
Litecoin;2023-10;66.0688;70.4289;2.57;68.9496;7703030116.0
Litecoin;2023-11;68.9495;76.6382;6.8408;69.4456;9685209742.0
Litecoin;2023-12;69.4423;79.4323;6.9885;72.7984;11954410046.0
Litecoin;2024-01;72.9133;76.8476;2.87;6.6753;11893765716.0
Litecoin;2024-02;66.7506;84.8126;6.6714;79.9409;10017709588.0
Litecoin;2024-03;79.9173;110.0059;7.7298;105.1834;24821578174.0
Litecoin;2024-04;105.1834;112.3159;7.6526;79.4953;19249964916.0
Litecoin;2024-05;79.4953;88.9949;7.9071;83.2385;11003365018.0
Litecoin;2024-06;83.2385;85.7346;3.2;3.14;10073422703.0
Litecoin;2024-07;75.2705;76.6162;2.69;70.1904;9585013709.0
Litecoin;2024-08;70.1911;71.3833;50.4294;65.0588;9545374739.0
Litecoin;2024-09;65.0589;71.4619;6.2696;66.8204;8296813793.0
